system:index,Burned,Fire_ID,LANDSAT_ID,Year,dnbr,nbr_delta,nbr_min,ndvi_max,.geo
2_000000000000000001af_100,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.42142105,0.6351052,-0.31409678,0.6596617,
2_000000000000000001af_101,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.49570984,0.67523444,-0.25181106,0.74121124,
2_000000000000000001af_102,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.46985957,0.49123383,-0.3532589,0.69556713,
2_000000000000000001af_103,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.5288952,0.7024145,-0.35335252,0.74898785,
2_000000000000000001af_104,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.5376014,0.7036748,-0.26289517,0.69154227,
2_000000000000000001af_105,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6069492,0.92384195,-0.42767543,0.8579123,
2_000000000000000001af_106,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.3079972,0.45812953,-0.20774193,0.6319149,
2_000000000000000001af_107,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.31723285,0.6031437,-0.30734536,0.6216394,
2_000000000000000001af_108,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.37243217,0.6066325,-0.26780823,0.6913495,
2_000000000000000001af_109,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.5088092,0.5245925,-0.36860922,0.7261385,
2_000000000000000001af_110,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.34338242,0.615498,-0.34270048,0.6753507,
2_000000000000000001af_111,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6466203,0.62019336,-0.36390358,0.7307918,
2_000000000000000001af_112,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6225551,0.6678001,-0.36418632,0.78874326,
2_000000000000000001af_113,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6131867,0.81593263,-0.48563883,0.7044304,
2_000000000000000001af_114,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.4152559,0.6316503,-0.24767597,0.7032718,
2_000000000000000001af_115,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.33824235,0.4471361,-0.13521372,0.67357004,
2_000000000000000001af_116,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.59990036,0.6356483,-0.37364557,0.79182374,
2_000000000000000001af_117,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.55641866,0.73182,-0.40929878,0.82764316,
2_000000000000000001af_118,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.4519834,0.5766508,-0.21619667,0.62032086,
2_000000000000000001af_119,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.44110554,0.57748437,-0.2717949,0.6646814,
2_000000000000000001af_120,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.2104727,0.2761593,0.075581394,0.61672026,
2_000000000000000001af_121,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.45995384,0.62448156,-0.29003417,0.68567806,
2_000000000000000001af_122,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.5030568,0.66881853,-0.33972913,0.6579949,
2_000000000000000001af_123,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.41247696,0.49272603,-0.33393124,0.58849233,
2_000000000000000001af_124,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.2557022,0.36453348,-0.04723618,0.6714946,
2_000000000000000001af_125,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.4741089,0.66246516,-0.1986755,0.79125684,
2_000000000000000001af_126,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.5360196,0.73013604,-0.34150943,0.718599,
2_000000000000000001af_127,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6302007,0.75627947,-0.3712856,0.7450817,
2_000000000000000001af_128,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.5206116,0.65946555,-0.23035046,0.72056013,
2_000000000000000001af_129,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.60366523,0.7610997,-0.3165175,0.76624686,
2_000000000000000001af_130,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.5838675,0.7359172,-0.3043754,0.8303665,
2_000000000000000001af_131,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.68664646,0.9198433,-0.42666668,0.783552,
2_000000000000000001af_132,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6267576,0.82418084,-0.34368342,0.8470948,
2_000000000000000001af_133,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.5730922,0.7256538,-0.3435548,0.73217064,
2_000000000000000001af_134,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.5779237,0.89107335,-0.3812814,0.8440111,
2_000000000000000001af_135,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6395722,0.8852625,-0.40028903,0.8789166,
2_000000000000000001af_136,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.5274687,0.7700276,-0.32004252,0.7425587,
2_000000000000000001af_137,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.61541146,0.92806876,-0.39375216,0.88701224,
2_000000000000000001af_138,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.48181096,0.7281302,-0.29761556,0.76567256,
2_000000000000000001af_139,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.51171637,0.519963,-0.32169157,0.61412203,
2_000000000000000001af_140,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.62259984,1.0165787,-0.45636508,0.8883974,
2_000000000000000001af_141,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.5547657,0.8037596,-0.41206896,0.7427111,
2_000000000000000001af_142,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.4117058,0.5160427,-0.105058365,0.78364116,
2_000000000000000001af_143,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6974256,0.90857124,-0.42366412,0.78782237,
2_000000000000000001af_144,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.55557805,0.7075039,-0.2811473,0.8198557,
2_000000000000000001af_145,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.3754176,0.5425073,-0.2577267,0.7464619,
2_000000000000000001af_146,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.49978873,0.66559905,-0.2483529,0.7965733,
2_000000000000000001af_147,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.5420233,0.80008566,-0.3437596,0.7727677,
2_000000000000000001af_148,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.54381406,0.76617634,-0.4111794,0.728014,
2_000000000000000001af_149,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.3116082,0.44360453,-0.22169313,0.6699461,
2_000000000000000001af_150,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.56833553,0.7981205,-0.36312848,0.7606548,
2_000000000000000001af_151,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.5686473,0.6269872,-0.29607958,0.7255363,
2_000000000000000001af_152,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.7233732,0.78641135,-0.34532374,0.8656579,
2_000000000000000001af_153,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.27029473,0.3691651,-0.2118152,0.5861423,
2_000000000000000001af_154,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.63579154,0.852584,-0.3904701,0.75236505,
2_000000000000000001af_155,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.60730326,0.79526746,-0.27875096,0.8436954,
2_000000000000000001af_156,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.37845314,0.5045607,-0.09652106,0.7629672,
2_000000000000000001af_157,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.5832447,0.6985188,-0.33865336,0.7433993,
2_000000000000000001af_158,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.63171464,0.86097217,-0.46887493,0.72749156,
2_000000000000000001af_159,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6562494,0.79725504,-0.3976234,0.72043014,
2_000000000000000001af_160,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6325416,0.6620494,-0.29020825,0.8121086,
2_000000000000000001af_161,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.43182802,0.39380807,-0.05263158,0.8323465,
2_000000000000000001af_162,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.12237887,0.09445755,0.17773019,0.76906043,
2_000000000000000001af_163,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6342272,0.7457603,-0.32712957,0.8005391,
2_000000000000000001af_164,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.56635416,0.80642885,-0.41449916,0.7974589,
2_000000000000000001af_165,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6820165,0.7053362,-0.3604888,0.85873014,
2_000000000000000001af_166,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6755756,0.6419066,-0.15199035,0.9015721,
2_000000000000000001af_167,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.60932505,0.66875446,-0.40039292,0.7287997,
2_000000000000000001af_168,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.66480595,0.8510896,-0.51585305,0.71679777,
2_000000000000000001af_169,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.49641943,0.39684865,0.083370484,0.9065683,
2_000000000000000001af_170,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.23251608,0.12239028,0.076274164,0.6813584,
2_000000000000000001af_171,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.30775326,0.43341824,-0.07533843,0.6821369,
2_000000000000000001af_172,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.7348403,0.744997,-0.44859812,0.8294455,
2_000000000000000001af_173,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.7185426,0.61543286,-0.30522087,0.8498603,
2_000000000000000001af_174,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.78986615,0.8034984,-0.46835443,0.8666667,
2_000000000000000001af_175,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.45623466,0.4462796,-0.049063336,0.8439425,
2_000000000000000001af_176,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.363617,0.34660554,-0.017330496,0.73031896,
2_000000000000000001af_177,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.11504279,0.13580266,0.15469465,0.7212081,
2_000000000000000001af_178,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.7426274,0.8123033,-0.30408773,0.89487016,
2_000000000000000001af_179,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.70383406,0.6942513,-0.34851485,0.85532534,
2_000000000000000001af_180,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.5741879,0.48609594,0.013023255,0.8664895,
2_000000000000000001af_181,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.5793298,0.58469033,-0.1789899,0.85198647,
2_000000000000000001af_182,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.48547792,0.67520696,-0.28845158,0.72934043,
2_000000000000000001af_183,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6931387,0.3709647,0.17708333,0.91473687,
2_000000000000000001af_184,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6069354,0.6022548,-0.33245498,0.786859,
2_000000000000000001af_185,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6228152,0.7094485,-0.22571148,0.8309751,
2_000000000000000001af_186,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.65914255,0.62689984,-0.22585383,0.88033676,
2_000000000000000001af_187,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.7107167,0.46999395,-0.14854518,0.82724255,
2_000000000000000001af_188,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6422458,0.65618616,-0.42031872,0.7613383,
2_000000000000000001af_189,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.68764216,0.55845416,-0.29125652,0.82149047,
2_000000000000000001af_190,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6880383,0.4627217,-0.2594697,0.72591484,
2_000000000000000001af_191,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.70788455,0.6988817,-0.43643644,0.77576,
2_000000000000000001af_192,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.5974605,0.32972193,-0.16977856,0.83384824,
2_000000000000000001af_193,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.3945922,0.34438473,-0.13865753,0.716735,
2_000000000000000001af_194,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.25630325,0.5120744,-0.20551486,0.6942715,
2_000000000000000001af_195,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6361434,0.42038447,-0.17461601,0.85585093,
2_000000000000000001af_196,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.10332346,0.4849137,-0.18097208,0.63730216,
2_000000000000000001af_197,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.78019834,0.6976583,-0.4837587,0.74641335,
2_000000000000000001af_198,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.7051153,0.5971221,-0.37183264,0.82951856,
2_000000000000000001af_199,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.64582396,0.7378862,-0.44466403,0.8245364,
2_000000000000000001af_200,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.5178238,0.47656888,-0.29916775,0.70049506,
2_000000000000000001af_201,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.5453416,0.53304905,-0.2703102,0.73449403,
2_000000000000000001af_202,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.30037707,0.5800771,-0.25728396,0.7157324,
2_000000000000000001af_203,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.79917,0.93004936,-0.47152847,0.83234596,
2_000000000000000001af_204,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.60528207,0.61849284,-0.3664654,0.7329605,
2_000000000000000001af_205,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.40107095,0.5833254,-0.22634731,0.7673149,
2_000000000000000001af_206,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.7110747,0.70121527,-0.43843967,0.72499114,
2_000000000000000001af_207,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6590179,0.98828554,-0.45936397,0.8836298,
2_000000000000000001af_208,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.60099876,0.7379942,-0.37698603,0.81016123,
2_000000000000000001af_209,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6776348,0.7494302,-0.42773438,0.7402692,
2_000000000000000001af_210,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.7166112,0.83616364,-0.45840922,0.89584666,
2_000000000000000001af_211,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.75045526,0.85724634,-0.43190974,0.7894737,
2_000000000000000001af_212,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.64758456,0.98715866,-0.47012505,0.91064906,
2_000000000000000001af_213,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.73744345,0.914452,-0.44093177,0.8005764,
2_000000000000000001af_214,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.8086815,0.79974246,-0.40813705,0.9162046,
2_000000000000000001af_215,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.80132854,0.8589136,-0.48098433,0.7542614,
2_000000000000000001af_216,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.60254747,0.97151303,-0.44121847,0.8887162,
2_000000000000000001af_217,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.75408185,0.8926592,-0.42084506,0.80153227,
2_000000000000000001af_218,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.75699425,0.7043185,-0.5,0.74578756,
2_000000000000000001af_219,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.8111671,0.81500113,-0.48659626,0.73896784,
2_000000000000000001af_220,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6849525,0.75893545,-0.49667773,0.68332726,
2_000000000000000001af_221,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.83086723,0.9131202,-0.52339965,0.7655786,
2_000000000000000001af_222,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.67196923,0.9294546,-0.42015004,0.8789423,
2_000000000000000001af_223,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.7887336,1.0055308,-0.46367395,0.90643984,
2_000000000000000001af_224,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6200521,0.95117784,-0.47154874,0.8226087,
2_000000000000000001af_225,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.5702398,0.7561055,-0.41423357,0.7038707,
2_000000000000000001af_226,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6651039,0.84743434,-0.38414007,0.8888889,
2_000000000000000001af_227,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.655561,0.69257045,-0.39575973,0.6981383,
2_000000000000000001af_228,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.57826144,1.0341308,-0.46714997,0.9222498,
2_000000000000000001af_229,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6968295,0.7953203,-0.49427834,0.72707266,
2_000000000000000001af_230,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.77699995,0.8850651,-0.48966756,0.7180172,
2_000000000000000001af_231,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6063859,0.901514,-0.42882097,0.8457461,
2_000000000000000001af_232,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6101599,0.70605874,-0.46879756,0.67490155,
2_000000000000000001af_233,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.7663527,1.0464377,-0.4802495,0.8967391,
2_000000000000000001af_234,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.67080545,0.7756202,-0.38510102,0.8624093,
2_000000000000000001af_235,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6003133,0.6441658,-0.4529293,0.6284746,
2_000000000000000001af_236,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.7472182,0.7865919,-0.47453517,0.714475,
2_000000000000000001af_237,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.7053087,0.76326835,-0.44126555,0.703888,
2_000000000000000001af_238,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6393661,0.67839533,-0.514377,0.66805553,
2_000000000000000001af_239,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.70084685,0.99872696,-0.44006923,0.8644789,
2_000000000000000001af_240,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.7707873,0.8701428,-0.45705384,0.8437944,
2_000000000000000001af_241,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.8391429,1.0645034,-0.46876445,0.8818968,
2_000000000000000001af_242,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6330019,0.7553372,-0.4995656,0.69853455,
2_000000000000000001af_243,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.85976434,0.9378104,-0.37610063,0.8838017,
2_000000000000000001af_244,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6788363,0.78654236,-0.42439795,0.7392868,
2_000000000000000001af_245,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.8068401,0.94505346,-0.4064516,0.87833726,
2_000000000000000001af_246,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.5092974,0.6501734,-0.41678938,0.6426375,
2_000000000000000001af_247,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.5522985,0.7219156,-0.4457023,0.6599251,
2_000000000000000001af_248,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.8152317,1.0068576,-0.4231943,0.89165187,
2_000000000000000001af_249,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6944542,0.87099034,-0.4714389,0.7093261,
2_000000000000000001af_250,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.69951737,0.84831923,-0.34925643,0.8929639,
2_000000000000000001af_251,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.4377436,0.83109653,-0.39238182,0.8374852,
2_000000000000000001af_252,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.7942172,1.0204291,-0.3995037,0.88452,
2_000000000000000001af_253,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.7938635,0.7911386,-0.4832664,0.7657658,
2_000000000000000001af_254,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.65462875,0.94753623,-0.52725726,0.73308617,
2_000000000000000001af_255,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.10231137,0.48978782,-0.2975073,0.6541956,
2_000000000000000001af_256,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.8275113,1.0469648,-0.41341195,0.83957535,
2_000000000000000001af_257,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.25572115,0.5935347,-0.28494817,0.76525277,
2_000000000000000001af_258,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.65699863,1.0376078,-0.46946216,0.8720573,
2_000000000000000001af_259,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.8977295,1.0391322,-0.40432262,0.89724964,
2_000000000000000001af_260,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.7313997,0.9122784,-0.513,0.8795938,
2_000000000000000001af_261,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.60359055,0.83749413,-0.52721494,0.7038707,
2_000000000000000001af_262,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.7915679,0.85319495,-0.35158032,0.83349466,
2_000000000000000001af_263,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.68145555,0.92339337,-0.5274967,0.77968705,
2_000000000000000001af_264,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.5371092,0.6112641,-0.2788354,0.7590077,
2_000000000000000001af_265,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.7360297,1.1524587,-0.55172414,0.9030738,
2_000000000000000001af_266,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.474034,0.55640674,-0.27022654,0.7039187,
2_000000000000000001af_267,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.4544828,0.44064432,-0.14794303,0.7609137,
2_000000000000000001af_268,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.78785515,0.7321848,-0.41126996,0.87762016,
2_000000000000000001af_269,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.58605695,0.56520563,-0.102991946,0.87064874,
2_000000000000000001af_270,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6882712,0.9517145,-0.43002027,0.80429864,
2_000000000000000001af_271,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.49335623,0.4676529,-0.14797223,0.648548,
2_000000000000000001af_272,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.5880009,0.73223317,-0.3218543,0.77741516,
2_000000000000000001af_273,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.5748608,0.55929744,-0.28915188,0.67083025,
2_000000000000000001af_274,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.66044563,0.49507177,-0.12937595,0.733649,
2_000000000000000001af_275,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.5306356,0.56229275,-0.3071027,0.6753375,
2_000000000000000001af_276,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.5061599,0.59183824,-0.29864973,0.6854328,
2_000000000000000001af_277,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.616922,0.7054093,-0.32402793,0.67072463,
2_000000000000000001af_278,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.7381264,0.90119475,-0.40618762,0.751634,
2_000000000000000001af_279,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.6634442,0.8177066,-0.47012505,0.78306717,
2_000000000000000001af_280,1,Norquinco_2014,LC08_L1TP_232087_20140219_20170425_01_T1,2014,0.696388,0.79370487,-0.47461185,0.77899593,
